state,district,lat,lng
Tamil Nadu,Dindigul,10.4257161,77.8154728
Tamil Nadu,Erode,11.4905282,77.3505274
Tamil Nadu,Kanchipuram,12.9647163,79.9839686
Tamil Nadu,Kanyakumari,8.079252,77.5499338
Tamil Nadu,Karur,10.8217671,78.3828654
Tamil Nadu,Krishnagiri,12.5152075,78.0093769
Tamil Nadu,Madurai,9.9261153,78.1140983
Tamil Nadu,Madurai City,9.9147463,78.1421636
Tamil Nadu,Nagapattinam,10.6026203,79.7619348
Tamil Nadu,Namakkal,11.3033889,78.118604
Tamil Nadu,Nilgiris,11.4449997,76.69752
Tamil Nadu,Perambalur,11.2902641,78.9300404
Tamil Nadu,Pudukottai,10.3826515,78.8191259
Tamil Nadu,Ramnathapuram,9.5,78.5
Tamil Nadu,Salem,11.6469616,78.2106958
Tamil Nadu,Salem City,11.6551982,78.1581771
Tamil Nadu,Sivagangai,9.9650599,78.7204283
Tamil Nadu,Thanjavur,10.659037,79.2014278
Tamil Nadu,Theni,9.8692558,77.4222974
Tamil Nadu,Thirunelveli,12.9363749,80.1310537
Tamil Nadu,Tirunelveli,8.5495014,77.5805178
Tamil Nadu,Thiruvallur,13.2537619,80.0562572
Tamil Nadu,Thiruvannamalai,9.539867,77.6197904
Tamil Nadu,Thiruvarur,10.6878621,79.4979437
Tamil Nadu,Thoothukudi,8.8457035,77.9938178
Tamil Nadu,Tiruppur,10.7915267,77.5325466
Tamil Nadu,Tiruppur City,11.1017815,77.345192
Tamil Nadu,Trichy,10.8071144,78.6880939
Tamil Nadu,Trichy City,12.7078793,79.9776906
Tamil Nadu,Vellore,12.9021849,79.061104
Tamil Nadu,Villupuram,11.9398285,79.4945645
Tamil Nadu,Virudhunagar,9.4926289,77.8631831
Telangana,Adilabad,19.6759452,78.5339895
Telangana,Cyberabad,17.4508058,78.3834535
Telangana,Hyderabad City,17.4534764,78.3943669
Telangana,Karimnagar,18.4348122,79.1328042
Telangana,Khammam,17.2465351,80.1500326
Telangana,Mahaboob Nagar,16.3744335,78.033719
Telangana,Medak,17.9375095,78.211745
Telangana,Nalgonda,17.0504406,79.2669235
Telangana,Nizamabad,18.6731912,78.0978195
Telangana,Ranga Reddy,17.1333954,78.3970979
Telangana,Warangal City,17.9820644,79.5970954
Telangana,Warangal Rural,17.98459,79.59942
Tripura,Dhalai,23.8253158,91.9732227
Tripura,Gomati,23.4987407,91.2999111
Tripura,Khowai,23.9563913,91.642107
Tripura,North,24.0921476,92.2451214
Tripura,Sipahijala,23.5307446,91.3015654
Tripura,South,23.1708278,91.638817
Tripura,Unakoti,24.1909849,92.0460483
Tripura,West,23.9153329,91.3879341
Uttar Pradesh,Agra,27.1752554,78.0098161
Uttar Pradesh,Aligarh,27.8761073,78.1358153
Uttar Pradesh,Allahabad,25.4381302,81.8338005
Uttar Pradesh,Ambedkar Nagar,26.4045941,82.6065154
Uttar Pradesh,Amethi,26.346274,81.6252039
Uttar Pradesh,Amroha,28.7952632,78.3436244
Uttar Pradesh,Auraiya,26.6558215,79.5160757
Uttar Pradesh,Azamgarh,26.023639,83.0293105
Uttar Pradesh,Badaun,28.0649367,79.043832
Uttar Pradesh,Baghpat,29.0374779,77.3062737
Uttar Pradesh,Bahraich,27.7343823,81.47654
Uttar Pradesh,Ballia,25.8749595,84.1210329
Uttar Pradesh,Balrampur,27.4476988,82.3956245
Uttar Pradesh,Banda,25.4438537,80.5595237
Uttar Pradesh,Barabanki,26.9421406,81.3856087
Uttar Pradesh,Bareilly,28.4582345,79.4047452
Uttar Pradesh,Basti,26.8387083,82.5350919
Uttar Pradesh,Bhadohi,25.424304,82.4883923
Uttar Pradesh,Bijnor,29.4074203,78.4821406
Uttar Pradesh,Bulandshahar,28.5242541,77.5995188
Uttar Pradesh,Chandauli,25.125695,83.2494601
Uttar Pradesh,Chitrakoot,25.217139,81.1045927
Uttar Pradesh,Deoria,26.4239911,83.7638578
Uttar Pradesh,Etah,27.5550357,78.5992221
Uttar Pradesh,Etawah,26.7155629,79.0917098
Uttar Pradesh,Faizabad,26.7807986,82.1486589
Uttar Pradesh,Fatehgarh,27.3700748,79.620752
Uttar Pradesh,Fatehpur,25.8348023,80.9154547
Uttar Pradesh,Firozabad,27.1941954,78.4604956
Uttar Pradesh,Gautam Buddha Nagar,28.368716,77.5970121
Uttar Pradesh,Ghaziabad,28.7749966,77.4586967
Uttar Pradesh,Ghazipur,25.6034863,83.5075888
Uttar Pradesh,Gonda,27.1103723,81.9238906
Uttar Pradesh,Gorakhpur,26.6677977,83.3642334
Uttar Pradesh,Hamirpur,25.75,80.0
Uttar Pradesh,Hapur,28.7166767,77.890433
Uttar Pradesh,Hardoi,27.3369978,80.0998232
Uttar Pradesh,Hathras,27.5724324,78.1116209
Uttar Pradesh,Jalaun,26.1048633,79.3919136
Uttar Pradesh,Jaunpur,25.7967065,82.4888992
Uttar Pradesh,Jhansi,25.529855,78.6527802
Uttar Pradesh,Kannauj,26.9986675,79.6927946
Uttar Pradesh,Kanpur Dehat,26.4585639,79.8548052
Uttar Pradesh,Kanpur Nagar,26.4410107,80.2652803
Uttar Pradesh,Kasganj,27.7888527,78.8229701
Uttar Pradesh,Kaushambi,25.5342456,81.4493567
Uttar Pradesh,Kheri,28.116667,80.716667
Uttar Pradesh,Kushinagar,26.7438272,83.9162322
Uttar Pradesh,Lalitpur,24.6999688,78.51862
Uttar Pradesh,Lucknow,26.8381,80.9346001
Uttar Pradesh,Maharajganj,26.4710847,81.1807046
Uttar Pradesh,Mahoba,25.3615938,79.706011
Uttar Pradesh,Mainpuri,27.2093072,79.0625369
Uttar Pradesh,Mathura,27.4955539,77.6855554
Uttar Pradesh,Mau,26.0390905,83.4985846
Uttar Pradesh,Meerut,29.0018557,77.7679671
Uttar Pradesh,Mirzapur,24.9316896,82.6280163
Uttar Pradesh,Moradabad,28.8796553,78.8095335
Uttar Pradesh,Muzaffarnagar,29.4496979,77.7429333
Uttar Pradesh,Pilibhit,28.4947158,80.1076122
Uttar Pradesh,Pratapgarh,25.75,81.75
Uttar Pradesh,Rae Bareli,26.25,81.25
Uttar Pradesh,Rampur,28.7934728,79.1845806
Uttar Pradesh,Saharanpur,29.9856799,77.5040646
Uttar Pradesh,Sambhal,28.4271928,78.5564546
Uttar Pradesh,Sant Kabir Nagar,26.755082,83.0398545
Uttar Pradesh,Shahjahanpur,27.9128583,79.7476254
Uttar Pradesh,Shamli,29.4811508,77.2901344
Uttar Pradesh,Shravasti,27.5083429,82.0263569
Uttar Pradesh,Siddharthnagar,27.2511724,82.8716528
Uttar Pradesh,Sitapur,27.5026748,80.8335139
Uttar Pradesh,Sonbhadra,24.4148159,83.0637517
Uttar Pradesh,Sultanpur,26.2604732,82.2380532
Uttar Pradesh,Unnao,26.5673264,80.6198193
Uttar Pradesh,Varanasi,25.3356491,83.0076292
Uttarakhand,Almora,29.702651,79.4326318
Uttarakhand,Bageshwar,30.0087902,79.9280183
Uttarakhand,Chamoli,30.4985956,79.6190537
Uttarakhand,Champawat,29.235032,80.1023068
Uttarakhand,Dehradun,30.3255646,78.0436813
Uttarakhand,Haridwar,29.9384473,78.1452985
Uttarakhand,Nainital,29.294995,79.4162511
Uttarakhand,Pauri Garhwal,29.8473168,78.7070479
Uttarakhand,Pithoragarh,29.585871,80.215167
Uttarakhand,Rudraprayag,30.4915835,79.0366067
Uttarakhand,Tehri Garhwal,30.4658181,78.4837349
Uttarakhand,Udham Singh Nagar,29.0478314,79.4326164
Uttarakhand,Uttarkashi,30.9635733,78.6362521
West Bengal,Alipurduar,26.4851573,89.5246926
West Bengal,Bankura,23.132377,87.2081925
West Bengal,Barrackpur PC,22.9634491,88.4257149
West Bengal,Bidhannagar PC,22.590425,88.41692
West Bengal,Birbhum,24.0621532,87.6982823
West Bengal,Burdwan,23.2495714,87.8681751
West Bengal,Coochbehar,26.340623,89.4812163
West Bengal,Dakshin Dinajpur,25.385807,88.5063362
West Bengal,Darjeeling,27.0377554,88.263176
West Bengal,Hooghly,22.9099402,88.0120825
West Bengal,Howrah PC,22.5736296,88.3251045
West Bengal,Jalpaiguri,26.6262805,88.7334485
West Bengal,Kolkata,22.5726459,88.3638953
West Bengal,Malda,25.0057449,88.1398483
West Bengal,Murshidabad,24.1745993,88.2721335
West Bengal,Nadia,23.4847374,88.5567067
West Bengal,North 24 Parganas,22.6926815,88.6625795
West Bengal,Paschim Medinipur,22.3600119,87.4111505
West Bengal,Purulia,23.2020967,86.3228988
West Bengal,Siliguri PC,26.7164127,88.4309916
West Bengal,South 24 Parganas,22.1776733,88.5307853
West Bengal,Uttar Dinajpur,25.8721428,87.961986
